amfi_code,scheme_name,date,nav
SCH001,Equity Large Cap Fund 001,2022-04-29,106.1692
SCH001,Equity Large Cap Fund 001,2022-04-30,107.7354
SCH001,Equity Large Cap Fund 001,2022-05-01,108.7627
SCH001,Equity Large Cap Fund 001,2022-05-02,108.3654
SCH001,Equity Large Cap Fund 001,2022-05-03,106.8911
SCH001,Equity Large Cap Fund 001,2022-05-04,108.0595
SCH001,Equity Large Cap Fund 001,2022-05-05,107.9713
SCH001,Equity Large Cap Fund 001,2022-05-06,109.0513
SCH001,Equity Large Cap Fund 001,2022-05-07,107.6712
SCH001,Equity Large Cap Fund 001,2022-05-08,107.1657
SCH001,Equity Large Cap Fund 001,2022-05-09,107.1809
SCH001,Equity Large Cap Fund 001,2022-05-10,107.2319
SCH001,Equity Large Cap Fund 001,2022-05-11,106.8565
SCH001,Equity Large Cap Fund 001,2022-05-12,107.3996
SCH001,Equity Large Cap Fund 001,2022-05-13,106.4931
SCH001,Equity Large Cap Fund 001,2022-05-14,106.3824
SCH001,Equity Large Cap Fund 001,2022-05-15,106.4954
SCH001,Equity Large Cap Fund 001,2022-05-16,106.9444
SCH001,Equity Large Cap Fund 001,2022-05-17,107.5639
SCH001,Equity Large Cap Fund 001,2022-05-18,106.6069
SCH001,Equity Large Cap Fund 001,2022-05-19,105.3092
SCH001,Equity Large Cap Fund 001,2022-05-20,106.3961
SCH001,Equity Large Cap Fund 001,2022-05-21,106.6896
SCH001,Equity Large Cap Fund 001,2022-05-22,106.0614
SCH001,Equity Large Cap Fund 001,2022-05-23,107.3882
SCH001,Equity Large Cap Fund 001,2022-05-24,107.4983
SCH001,Equity Large Cap Fund 001,2022-05-25,108.5232
SCH001,Equity Large Cap Fund 001,2022-05-26,108.5927
SCH001,Equity Large Cap Fund 001,2022-05-27,110.3938
SCH001,Equity Large Cap Fund 001,2022-05-28,111.9551
SCH001,Equity Large Cap Fund 001,2022-05-29,111.7433
SCH001,Equity Large Cap Fund 001,2022-05-30,112.623
SCH001,Equity Large Cap Fund 001,2022-05-31,113.2157
SCH001,Equity Large Cap Fund 001,2022-06-01,114.4667
SCH001,Equity Large Cap Fund 001,2022-06-02,113.5945
SCH001,Equity Large Cap Fund 001,2022-06-03,114.2293
SCH001,Equity Large Cap Fund 001,2022-06-04,115.2079
SCH001,Equity Large Cap Fund 001,2022-06-05,113.5985
SCH001,Equity Large Cap Fund 001,2022-06-06,112.5345
SCH001,Equity Large Cap Fund 001,2022-06-07,110.7099
SCH001,Equity Large Cap Fund 001,2022-06-08,110.4824
SCH001,Equity Large Cap Fund 001,2022-06-09,111.1276
SCH001,Equity Large Cap Fund 001,2022-06-10,112.4744
SCH001,Equity Large Cap Fund 001,2022-06-11,112.5523
SCH001,Equity Large Cap Fund 001,2022-06-12,114.03
SCH001,Equity Large Cap Fund 001,2022-06-13,112.7824
SCH001,Equity Large Cap Fund 001,2022-06-14,111.2568
SCH001,Equity Large Cap Fund 001,2022-06-15,111.2185
SCH001,Equity Large Cap Fund 001,2022-06-16,111.5713
SCH001,Equity Large Cap Fund 001,2022-06-17,111.5533
SCH001,Equity Large Cap Fund 001,2022-06-18,109.7194
SCH001,Equity Large Cap Fund 001,2022-06-19,109.6521
SCH001,Equity Large Cap Fund 001,2022-06-20,108.5188
SCH001,Equity Large Cap Fund 001,2022-06-21,109.111
SCH001,Equity Large Cap Fund 001,2022-06-22,109.4419
SCH001,Equity Large Cap Fund 001,2022-06-23,108.63
SCH001,Equity Large Cap Fund 001,2022-06-24,108.1943
SCH001,Equity Large Cap Fund 001,2022-06-25,107.2883
SCH001,Equity Large Cap Fund 001,2022-06-26,107.2452
SCH001,Equity Large Cap Fund 001,2022-06-27,108.0754
SCH001,Equity Large Cap Fund 001,2022-06-28,107.234
SCH001,Equity Large Cap Fund 001,2022-06-29,107.6771
SCH001,Equity Large Cap Fund 001,2022-06-30,107.2311
SCH001,Equity Large Cap Fund 001,2022-07-01,106.5617
SCH001,Equity Large Cap Fund 001,2022-07-02,106.4811
SCH001,Equity Large Cap Fund 001,2022-07-03,105.6099
SCH001,Equity Large Cap Fund 001,2022-07-04,105.1526
SCH001,Equity Large Cap Fund 001,2022-07-05,104.1555
SCH001,Equity Large Cap Fund 001,2022-07-06,105.803
SCH001,Equity Large Cap Fund 001,2022-07-07,105.8434
SCH001,Equity Large Cap Fund 001,2022-07-08,105.2615
SCH001,Equity Large Cap Fund 001,2022-07-09,105.4522
SCH001,Equity Large Cap Fund 001,2022-07-10,105.368
SCH001,Equity Large Cap Fund 001,2022-07-11,105.1923
SCH001,Equity Large Cap Fund 001,2022-07-12,105.7196
SCH001,Equity Large Cap Fund 001,2022-07-13,106.3709
SCH001,Equity Large Cap Fund 001,2022-07-14,105.9301
SCH001,Equity Large Cap Fund 001,2022-07-15,105.4527
SCH001,Equity Large Cap Fund 001,2022-07-16,105.2312
SCH001,Equity Large Cap Fund 001,2022-07-17,103.3039
SCH001,Equity Large Cap Fund 001,2022-07-18,102.062
SCH001,Equity Large Cap Fund 001,2022-07-19,103.1882
SCH001,Equity Large Cap Fund 001,2022-07-20,104.5565
SCH001,Equity Large Cap Fund 001,2022-07-21,104.3586
SCH001,Equity Large Cap Fund 001,2022-07-22,104.8504
SCH001,Equity Large Cap Fund 001,2022-07-23,105.122
SCH001,Equity Large Cap Fund 001,2022-07-24,107.7218
SCH001,Equity Large Cap Fund 001,2022-07-25,108.6974
SCH001,Equity Large Cap Fund 001,2022-07-26,108.597
SCH001,Equity Large Cap Fund 001,2022-07-27,107.7777
SCH001,Equity Large Cap Fund 001,2022-07-28,106.4034
SCH001,Equity Large Cap Fund 001,2022-07-29,106.5872
SCH001,Equity Large Cap Fund 001,2022-07-30,105.9529
SCH001,Equity Large Cap Fund 001,2022-07-31,104.758
SCH001,Equity Large Cap Fund 001,2022-08-01,104.2266
SCH001,Equity Large Cap Fund 001,2022-08-02,103.3352
SCH001,Equity Large Cap Fund 001,2022-08-03,104.7403
SCH001,Equity Large Cap Fund 001,2022-08-04,105.4895
SCH001,Equity Large Cap Fund 001,2022-08-05,105.4933
SCH001,Equity Large Cap Fund 001,2022-08-06,106.7529
SCH001,Equity Large Cap Fund 001,2022-08-07,106.8296
SCH001,Equity Large Cap Fund 001,2022-08-08,106.1042
SCH001,Equity Large Cap Fund 001,2022-08-09,107.4077
SCH001,Equity Large Cap Fund 001,2022-08-10,107.8815
SCH001,Equity Large Cap Fund 001,2022-08-11,106.9971
SCH001,Equity Large Cap Fund 001,2022-08-12,106.8449
SCH001,Equity Large Cap Fund 001,2022-08-13,106.1071
SCH001,Equity Large Cap Fund 001,2022-08-14,104.9439
SCH001,Equity Large Cap Fund 001,2022-08-15,105.732
SCH001,Equity Large Cap Fund 001,2022-08-16,107.3576
SCH001,Equity Large Cap Fund 001,2022-08-17,106.1672
SCH001,Equity Large Cap Fund 001,2022-08-18,106.656
SCH001,Equity Large Cap Fund 001,2022-08-19,106.1115
SCH001,Equity Large Cap Fund 001,2022-08-20,105.7086
SCH001,Equity Large Cap Fund 001,2022-08-21,105.2182
SCH001,Equity Large Cap Fund 001,2022-08-22,104.5014
SCH001,Equity Large Cap Fund 001,2022-08-23,104.5525
SCH001,Equity Large Cap Fund 001,2022-08-24,103.8679
SCH001,Equity Large Cap Fund 001,2022-08-25,104.103
SCH001,Equity Large Cap Fund 001,2022-08-26,104.0716
SCH001,Equity Large Cap Fund 001,2022-08-27,103.883
SCH001,Equity Large Cap Fund 001,2022-08-28,103.1392
SCH001,Equity Large Cap Fund 001,2022-08-29,102.6736
SCH001,Equity Large Cap Fund 001,2022-08-30,103.3043
SCH001,Equity Large Cap Fund 001,2022-08-31,103.7286
SCH001,Equity Large Cap Fund 001,2022-09-01,102.9278
SCH001,Equity Large Cap Fund 001,2022-09-02,103.0199
SCH001,Equity Large Cap Fund 001,2022-09-03,103.6495
SCH001,Equity Large Cap Fund 001,2022-09-04,102.2756
SCH001,Equity Large Cap Fund 001,2022-09-05,102.7304
SCH001,Equity Large Cap Fund 001,2022-09-06,102.1961
SCH001,Equity Large Cap Fund 001,2022-09-07,102.6728
SCH001,Equity Large Cap Fund 001,2022-09-08,102.0561
SCH001,Equity Large Cap Fund 001,2022-09-09,100.5927
SCH001,Equity Large Cap Fund 001,2022-09-10,99.2931
SCH001,Equity Large Cap Fund 001,2022-09-11,99.3412
SCH001,Equity Large Cap Fund 001,2022-09-12,99.5575
SCH001,Equity Large Cap Fund 001,2022-09-13,98.8472
SCH001,Equity Large Cap Fund 001,2022-09-14,99.3621
SCH001,Equity Large Cap Fund 001,2022-09-15,98.0513
SCH001,Equity Large Cap Fund 001,2022-09-16,98.0093
SCH001,Equity Large Cap Fund 001,2022-09-17,97.0695
SCH001,Equity Large Cap Fund 001,2022-09-18,96.5731
SCH001,Equity Large Cap Fund 001,2022-09-19,96.6193
SCH001,Equity Large Cap Fund 001,2022-09-20,95.9639
SCH001,Equity Large Cap Fund 001,2022-09-21,95.6783
SCH001,Equity Large Cap Fund 001,2022-09-22,96.4581
SCH001,Equity Large Cap Fund 001,2022-09-23,96.0226
SCH001,Equity Large Cap Fund 001,2022-09-24,96.6742
SCH001,Equity Large Cap Fund 001,2022-09-25,95.8101
SCH001,Equity Large Cap Fund 001,2022-09-26,96.2258
SCH001,Equity Large Cap Fund 001,2022-09-27,97.3451
SCH001,Equity Large Cap Fund 001,2022-09-28,95.4301
SCH001,Equity Large Cap Fund 001,2022-09-29,94.8312
SCH001,Equity Large Cap Fund 001,2022-09-30,95.2785
SCH001,Equity Large Cap Fund 001,2022-10-01,95.1333
SCH001,Equity Large Cap Fund 001,2022-10-02,95.4252
SCH001,Equity Large Cap Fund 001,2022-10-03,94.9737
SCH001,Equity Large Cap Fund 001,2022-10-04,95.049
SCH001,Equity Large Cap Fund 001,2022-10-05,94.9401
SCH001,Equity Large Cap Fund 001,2022-10-06,95.8366
SCH001,Equity Large Cap Fund 001,2022-10-07,96.0412
SCH001,Equity Large Cap Fund 001,2022-10-08,96.3102
SCH001,Equity Large Cap Fund 001,2022-10-09,96.0025
SCH001,Equity Large Cap Fund 001,2022-10-10,95.6376
SCH001,Equity Large Cap Fund 001,2022-10-11,95.3162
SCH001,Equity Large Cap Fund 001,2022-10-12,95.6265
SCH001,Equity Large Cap Fund 001,2022-10-13,95.314
SCH001,Equity Large Cap Fund 001,2022-10-14,95.5445
SCH001,Equity Large Cap Fund 001,2022-10-15,97.1404
SCH001,Equity Large Cap Fund 001,2022-10-16,97.8271
SCH001,Equity Large Cap Fund 001,2022-10-17,97.5817
SCH001,Equity Large Cap Fund 001,2022-10-18,98.5292
SCH001,Equity Large Cap Fund 001,2022-10-19,98.2174
SCH001,Equity Large Cap Fund 001,2022-10-20,96.6258
SCH001,Equity Large Cap Fund 001,2022-10-21,95.8562
SCH001,Equity Large Cap Fund 001,2022-10-22,94.4312
SCH001,Equity Large Cap Fund 001,2022-10-23,94.1751
SCH001,Equity Large Cap Fund 001,2022-10-24,94.1984
SCH001,Equity Large Cap Fund 001,2022-10-25,95.4711
SCH001,Equity Large Cap Fund 001,2022-10-26,95.7304
SCH001,Equity Large Cap Fund 001,2022-10-27,95.5721
SCH001,Equity Large Cap Fund 001,2022-10-28,96.2158
SCH001,Equity Large Cap Fund 001,2022-10-29,94.5235
SCH001,Equity Large Cap Fund 001,2022-10-30,94.7111
SCH001,Equity Large Cap Fund 001,2022-10-31,95.3047
SCH001,Equity Large Cap Fund 001,2022-11-01,94.1869
SCH001,Equity Large Cap Fund 001,2022-11-02,95.0581
SCH001,Equity Large Cap Fund 001,2022-11-03,95.325
SCH001,Equity Large Cap Fund 001,2022-11-04,95.0179
SCH001,Equity Large Cap Fund 001,2022-11-05,95.5084
SCH001,Equity Large Cap Fund 001,2022-11-06,97.2529
SCH001,Equity Large Cap Fund 001,2022-11-07,97.4041
SCH001,Equity Large Cap Fund 001,2022-11-08,97.6073
SCH001,Equity Large Cap Fund 001,2022-11-09,97.2583
SCH001,Equity Large Cap Fund 001,2022-11-10,96.6068
SCH001,Equity Large Cap Fund 001,2022-11-11,97.2582
SCH001,Equity Large Cap Fund 001,2022-11-12,96.6018
SCH001,Equity Large Cap Fund 001,2022-11-13,96.6668
SCH001,Equity Large Cap Fund 001,2022-11-14,96.3071
SCH001,Equity Large Cap Fund 001,2022-11-15,96.6857
SCH001,Equity Large Cap Fund 001,2022-11-16,96.9535
SCH001,Equity Large Cap Fund 001,2022-11-17,97.7679
SCH001,Equity Large Cap Fund 001,2022-11-18,97.3788
SCH001,Equity Large Cap Fund 001,2022-11-19,97.1783
SCH001,Equity Large Cap Fund 001,2022-11-20,96.4271
SCH001,Equity Large Cap Fund 001,2022-11-21,96.094
SCH001,Equity Large Cap Fund 001,2022-11-22,96.3937
SCH001,Equity Large Cap Fund 001,2022-11-23,96.9871
SCH001,Equity Large Cap Fund 001,2022-11-24,96.2813
SCH001,Equity Large Cap Fund 001,2022-11-25,96.9607
SCH001,Equity Large Cap Fund 001,2022-11-26,98.0219
SCH001,Equity Large Cap Fund 001,2022-11-27,98.356
SCH001,Equity Large Cap Fund 001,2022-11-28,99.8425
SCH001,Equity Large Cap Fund 001,2022-11-29,99.2345
SCH001,Equity Large Cap Fund 001,2022-11-30,98.2563
SCH001,Equity Large Cap Fund 001,2022-12-01,96.868
SCH001,Equity Large Cap Fund 001,2022-12-02,98.037
SCH001,Equity Large Cap Fund 001,2022-12-03,98.56
SCH001,Equity Large Cap Fund 001,2022-12-04,98.526
SCH001,Equity Large Cap Fund 001,2022-12-05,98.7566
SCH001,Equity Large Cap Fund 001,2022-12-06,97.8772
SCH001,Equity Large Cap Fund 001,2022-12-07,99.8021
SCH001,Equity Large Cap Fund 001,2022-12-08,99.9153
SCH001,Equity Large Cap Fund 001,2022-12-09,100.0127
SCH001,Equity Large Cap Fund 001,2022-12-10,100.6034
SCH001,Equity Large Cap Fund 001,2022-12-11,101.0006
SCH001,Equity Large Cap Fund 001,2022-12-12,101.1916
SCH001,Equity Large Cap Fund 001,2022-12-13,100.5618
SCH001,Equity Large Cap Fund 001,2022-12-14,100.9511
SCH001,Equity Large Cap Fund 001,2022-12-15,102.4812
SCH001,Equity Large Cap Fund 001,2022-12-16,103.5944
SCH001,Equity Large Cap Fund 001,2022-12-17,104.9252
SCH001,Equity Large Cap Fund 001,2022-12-18,104.5065
SCH001,Equity Large Cap Fund 001,2022-12-19,103.6896
SCH001,Equity Large Cap Fund 001,2022-12-20,103.5957
SCH001,Equity Large Cap Fund 001,2022-12-21,103.6522
SCH001,Equity Large Cap Fund 001,2022-12-22,104.5699
SCH001,Equity Large Cap Fund 001,2022-12-23,103.1645
SCH001,Equity Large Cap Fund 001,2022-12-24,104.4372
SCH001,Equity Large Cap Fund 001,2022-12-25,104.3156
SCH001,Equity Large Cap Fund 001,2022-12-26,103.9698
SCH001,Equity Large Cap Fund 001,2022-12-27,103.1384
SCH001,Equity Large Cap Fund 001,2022-12-28,101.7832
SCH001,Equity Large Cap Fund 001,2022-12-29,102.4637
SCH001,Equity Large Cap Fund 001,2022-12-30,102.534
SCH001,Equity Large Cap Fund 001,2022-12-31,101.4862
SCH001,Equity Large Cap Fund 001,2023-01-01,100.2632
SCH001,Equity Large Cap Fund 001,2023-01-02,100.0168
SCH001,Equity Large Cap Fund 001,2023-01-03,101.7761
SCH001,Equity Large Cap Fund 001,2023-01-04,101.6035
SCH001,Equity Large Cap Fund 001,2023-01-05,100.1677
SCH001,Equity Large Cap Fund 001,2023-01-06,100.0117
SCH001,Equity Large Cap Fund 001,2023-01-07,99.8289
SCH001,Equity Large Cap Fund 001,2023-01-08,97.2265
SCH001,Equity Large Cap Fund 001,2023-01-09,97.2612
SCH001,Equity Large Cap Fund 001,2023-01-10,97.1241
SCH001,Equity Large Cap Fund 001,2023-01-11,97.8877
SCH001,Equity Large Cap Fund 001,2023-01-12,99.7857
SCH001,Equity Large Cap Fund 001,2023-01-13,100.9997
SCH001,Equity Large Cap Fund 001,2023-01-14,100.819
SCH001,Equity Large Cap Fund 001,2023-01-15,99.7942
SCH001,Equity Large Cap Fund 001,2023-01-16,102.452
SCH001,Equity Large Cap Fund 001,2023-01-17,102.6049
SCH001,Equity Large Cap Fund 001,2023-01-18,102.7116
SCH001,Equity Large Cap Fund 001,2023-01-19,102.7792
SCH001,Equity Large Cap Fund 001,2023-01-20,103.0753
SCH001,Equity Large Cap Fund 001,2023-01-21,103.0193
SCH001,Equity Large Cap Fund 001,2023-01-22,102.521
SCH001,Equity Large Cap Fund 001,2023-01-23,102.0526
SCH001,Equity Large Cap Fund 001,2023-01-24,102.1111
SCH001,Equity Large Cap Fund 001,2023-01-25,101.6481
SCH001,Equity Large Cap Fund 001,2023-01-26,101.0149
SCH001,Equity Large Cap Fund 001,2023-01-27,101.2134
SCH001,Equity Large Cap Fund 001,2023-01-28,101.0464
SCH001,Equity Large Cap Fund 001,2023-01-29,102.6571
SCH001,Equity Large Cap Fund 001,2023-01-30,100.028
SCH001,Equity Large Cap Fund 001,2023-01-31,101.2099
SCH001,Equity Large Cap Fund 001,2023-02-01,102.5621
SCH001,Equity Large Cap Fund 001,2023-02-02,100.5279
SCH001,Equity Large Cap Fund 001,2023-02-03,100.2739
SCH001,Equity Large Cap Fund 001,2023-02-04,99.9917
SCH001,Equity Large Cap Fund 001,2023-02-05,98.6743
SCH001,Equity Large Cap Fund 001,2023-02-06,97.9956
SCH001,Equity Large Cap Fund 001,2023-02-07,96.9955
SCH001,Equity Large Cap Fund 001,2023-02-08,98.7824
SCH001,Equity Large Cap Fund 001,2023-02-09,99.7956
SCH001,Equity Large Cap Fund 001,2023-02-10,101.1544
SCH001,Equity Large Cap Fund 001,2023-02-11,101.9754
SCH001,Equity Large Cap Fund 001,2023-02-12,100.9158
SCH001,Equity Large Cap Fund 001,2023-02-13,100.4773
SCH001,Equity Large Cap Fund 001,2023-02-14,101.0595
SCH001,Equity Large Cap Fund 001,2023-02-15,99.9153
SCH001,Equity Large Cap Fund 001,2023-02-16,100.7177
SCH001,Equity Large Cap Fund 001,2023-02-17,100.5663
SCH001,Equity Large Cap Fund 001,2023-02-18,100.2798
SCH001,Equity Large Cap Fund 001,2023-02-19,101.083
SCH001,Equity Large Cap Fund 001,2023-02-20,101.6231
SCH001,Equity Large Cap Fund 001,2023-02-21,101.3477
SCH001,Equity Large Cap Fund 001,2023-02-22,102.6139
SCH001,Equity Large Cap Fund 001,2023-02-23,101.5969
SCH001,Equity Large Cap Fund 001,2023-02-24,102.3141
SCH001,Equity Large Cap Fund 001,2023-02-25,103.013
SCH001,Equity Large Cap Fund 001,2023-02-26,102.7869
SCH001,Equity Large Cap Fund 001,2023-02-27,103.2146
SCH001,Equity Large Cap Fund 001,2023-02-28,102.0162
SCH001,Equity Large Cap Fund 001,2023-03-01,103.0506
SCH001,Equity Large Cap Fund 001,2023-03-02,102.9528
SCH001,Equity Large Cap Fund 001,2023-03-03,102.5073
SCH001,Equity Large Cap Fund 001,2023-03-04,103.6749
SCH001,Equity Large Cap Fund 001,2023-03-05,103.038
SCH001,Equity Large Cap Fund 001,2023-03-06,101.6795
SCH001,Equity Large Cap Fund 001,2023-03-07,100.1882
SCH001,Equity Large Cap Fund 001,2023-03-08,100.8855
SCH001,Equity Large Cap Fund 001,2023-03-09,99.6845
SCH001,Equity Large Cap Fund 001,2023-03-10,101.5235
SCH001,Equity Large Cap Fund 001,2023-03-11,99.5012
SCH001,Equity Large Cap Fund 001,2023-03-12,101.2788
SCH001,Equity Large Cap Fund 001,2023-03-13,101.5837
SCH001,Equity Large Cap Fund 001,2023-03-14,101.5768
SCH001,Equity Large Cap Fund 001,2023-03-15,101.1147
SCH001,Equity Large Cap Fund 001,2023-03-16,101.6093
SCH001,Equity Large Cap Fund 001,2023-03-17,101.6625
SCH001,Equity Large Cap Fund 001,2023-03-18,102.8757
SCH001,Equity Large Cap Fund 001,2023-03-19,103.0858
SCH001,Equity Large Cap Fund 001,2023-03-20,103.3335
SCH001,Equity Large Cap Fund 001,2023-03-21,103.0508
SCH001,Equity Large Cap Fund 001,2023-03-22,103.0848
SCH001,Equity Large Cap Fund 001,2023-03-23,103.4949
SCH001,Equity Large Cap Fund 001,2023-03-24,101.8181
SCH001,Equity Large Cap Fund 001,2023-03-25,100.5371
SCH001,Equity Large Cap Fund 001,2023-03-26,101.3748
SCH001,Equity Large Cap Fund 001,2023-03-27,101.6392
